tenure_months,contract_type,monthly_charges,online_security,tech_support,payment_method,paperless_billing,senior_citizen,age,gender,internet_service,online_backup,device_protection,streaming_tv,streaming_movies,total_charges,support_tickets,complaint_count,usage_hours_per_month,email_opens_rate,nps_score,days_since_last_interaction,churn,satisfaction,customer_lifetime_value
29,One year,55.963590749148665,1,1,Bank transfer,0,0,52,Female,Fiber optic,1,0,1,0,1622.9441317253113,1,1,20.608088321934947,51.9186726221671,48,34,0,2,1948.8494153551355
15,One year,56.52263469440254,1,1,Credit card,0,0,28,Male,Fiber optic,0,1,0,1,847.8395204160381,0,0,139.68395284666624,51.00937492517974,50,4,0,2,2644.704276718434
21,Month-to-month,96.52315000204077,0,0,Electronic check,1,1,73,Male,Fiber optic,0,0,1,0,2026.986150042856,7,2,54.65558790615742,22.84368350391502,-75,20,1,1,1302.6412937922585
6,Month-to-month,105.0328914443927,0,0,Electronic check,1,0,22,Male,Fiber optic,0,1,0,0,630.1973486663562,9,3,39.4622231978773,11.531910145379483,-38,30,0,1,1738.6623055761052
17,Month-to-month,96.74523920948974,0,0,Electronic check,1,1,66,Male,DSL,1,0,1,0,1644.6690665613255,9,2,1.3661249307555234,5.046623620101616,-61,21,1,1,1925.7654947318154
14,One year,84.30469999073114,1,1,Mailed check,0,1,74,Male,Fiber optic,1,1,0,1,1180.265799870236,2,1,0.16864920576509018,69.2728954938252,56,21,0,2,2226.0345899437157
3,One year,71.48219026764642,0,1,Mailed check,1,0,33,Male,Fiber optic,1,1,1,0,214.44657080293925,2,0,124.65323595016069,55.168866237772846,33,22,0,2,1103.0540401114106
21,Month-to-month,95.59138803312773,0,0,Electronic check,1,0,58,Male,DSL,1,0,1,0,2007.4191486956822,7,5,23.159010670206726,5.757546714209137,-28,14,1,1,2393.006258275541
15,One year,88.32454115597277,0,1,Bank transfer,1,0,61,Female,Fiber optic,0,1,0,0,1324.8681173395914,2,0,92.74082837788121,51.48831107360544,62,24,0,2,2332.053635278217
51,Two year,84.83634360870832,1,1,Credit card,1,0,24,Female,Fiber optic,0,0,1,1,4326.653524044124,6,0,71.2799046949928,63.92417310519926,60,6,0,2,3618.499688302144
12,Month-to-month,77.8973186210884,0,0,Electronic check,1,0,45,Female,Fiber optic,0,1,0,1,934.7678234530608,8,4,18.09896165324892,21.99419907242263,-40,12,1,1,990.8840265430765
8,Month-to-month,79.34004205225177,0,0,Electronic check,1,0,31,Male,DSL,0,0,0,0,634.7203364180142,7,3,0.661806365682559,6.72604701232753,5,11,0,1,2301.4351045741
6,Month-to-month,71.30289429927964,0,0,Electronic check,1,0,55,Male,No,0,0,1,1,427.81736579567786,12,3,4.826775219616726,10.83152068924813,-30,6,1,1,1598.5815216935134
31,One year,70.74072530438852,1,1,Mailed check,0,0,40,Female,DSL,1,0,0,0,2192.962484436044,4,1,211.3670713791276,71.23464453257735,66,10,0,2,2816.960144100008
26,One year,79.52875622161369,1,1,Bank transfer,0,1,68,Male,Fiber optic,0,0,1,0,2067.747661761956,2,0,82.20965990934576,78.99738544062669,-30,2,0,2,1527.169476116948
11,Month-to-month,91.91904485704657,0,0,Electronic check,1,0,51,Male,Fiber optic,0,1,1,0,1011.1094934275122,8,1,33.12276020220825,28.65458503592634,-17,25,1,1,1802.093500444864
44,Two year,96.7754961829069,1,1,Bank transfer,1,0,45,Male,DSL,0,1,0,1,4258.121832047904,2,0,19.274645061193404,73.81969200649567,100,3,0,2,4429.932975951928
36,Two year,84.08582576209923,1,1,Bank transfer,1,0,20,Female,Fiber optic,0,0,0,0,3027.0897274355725,2,3,21.759941273652124,63.811633429453906,49,42,0,1,3696.5470458872273
70,Two year,94.31945015690823,1,1,Bank transfer,1,0,27,Male,Fiber optic,1,0,0,0,6602.361510983576,1,1,39.34639083985695,74.311652764987,100,21,0,2,4634.221993466976
65,Two year,93.5985592112873,1,1,Bank transfer,1,0,57,Female,Fiber optic,0,0,1,0,6083.906348733674,5,1,66.72969389101999,42.714629309451894,47,8,0,2,4468.790900972602
23,Month-to-month,114.69891959415541,0,0,Electronic check,1,0,35,Female,No,1,0,0,0,2638.0751506655747,10,6,8.670731133295895,8.070030013997988,-17,109,1,0,3560.888134612759
20,Month-to-month,106.13248511804282,0,0,Electronic check,1,0,31,Female,Fiber optic,1,0,0,0,2122.6497023608563,8,4,10.611763901067315,25.96365336412874,-4,73,1,1,2206.2902495946364
47,Two year,83.88187667582767,1,1,Bank transfer,1,0,44,Male,DSL,0,1,1,0,3942.4482037639004,1,0,122.49781237559442,43.147735501809386,17,13,0,2,2720.0721674739957
58,Two year,87.52177775344055,1,1,Bank transfer,1,0,19,Male,Fiber optic,1,0,0,0,5076.263109699552,3,1,60.728441767230905,74.41495606160885,44,16,0,2,3787.922285788465
7,Month-to-month,104.41983524634541,0,0,Electronic check,1,1,69,Male,No,0,0,1,1,730.9388467244179,9,4,6.973498910576964,26.29941460725391,-10,117,1,0,3081.7257238568227
14,Month-to-month,100.5717118369737,0,0,Electronic check,1,0,55,Female,Fiber optic,1,0,1,1,1408.003965717632,9,1,9.604053758397868,13.25014048079378,-36,133,1,0,2144.6089171544254
35,One year,61.03932134684763,1,0,Credit card,1,0,30,Female,DSL,0,1,0,0,2136.376247139667,3,0,29.422575779258533,63.50102547363029,52,1,0,2,2649.4679385283152
48,Two year,75.67433185636315,1,1,Credit card,1,0,56,Male,DSL,1,0,0,1,3632.3679291054314,1,0,58.11324073873094,77.70329315740597,11,48,0,2,2698.7761773722964
63,Two year,84.68623133582588,1,1,Credit card,1,0,47,Female,Fiber optic,0,1,1,0,5335.23257415703,6,1,4.399075546891659,49.38427735874343,32,16,0,2,4066.855063822641
20,Month-to-month,74.16512915558982,0,0,Electronic check,1,0,59,Female,Fiber optic,0,0,0,1,1483.3025831117966,8,3,2.2428987507543647,5.5116432201696135,27,7,1,1,3040.226280813722
1,Month-to-month,35.030998861129504,0,0,Electronic check,0,0,48,Female,DSL,1,1,1,1,35.030998861129504,3,0,29.212275092922987,52.480597729986286,47,14,0,2,1279.4068014777101
10,Month-to-month,75.6907261312472,1,0,Mailed check,1,1,77,Female,Fiber optic,0,0,1,0,756.907261312472,1,0,39.33712260154779,68.47292446993899,100,0,0,2,3105.667086605439
17,One year,68.3365532716879,1,0,Mailed check,1,0,32,Female,DSL,0,0,1,1,1161.7214056186945,1,0,53.295829393597764,71.1117945513563,18,17,0,2,1959.4576590365784
43,Two year,63.083120478058426,1,1,Bank transfer,1,0,20,Male,No,0,0,0,1,2712.574180556512,3,0,7.1082275152715955,52.65458965906625,22,1,0,2,2720.780850967588
4,Month-to-month,75.20174932272796,1,0,Electronic check,1,0,32,Female,Fiber optic,0,1,0,0,300.80699729091185,3,3,7.721787698934501,45.223529327604034,7,7,0,1,2467.505053445823
3,One year,59.52130515539457,1,0,Electronic check,1,0,40,Male,DSL,1,0,1,1,178.56391546618372,0,0,34.6759505112037,78.9043935081406,6,2,0,2,819.2015876861703
8,Month-to-month,67.08189093088104,1,1,Mailed check,1,0,35,Male,Fiber optic,0,0,1,0,536.6551274470484,4,2,26.7385836513702,63.924520916570984,-9,5,1,1,1894.9203924651354
69,Two year,97.3092296190502,1,1,Bank transfer,1,1,75,Male,Fiber optic,0,0,0,0,6714.336843714464,2,0,207.8878677890756,77.48199825857077,24,5,0,2,3676.530887548627
15,Month-to-month,87.44310483851365,0,0,Electronic check,1,1,69,Male,DSL,0,0,0,0,1311.6465725777048,9,8,5.222113056784653,27.822036917418476,-12,16,1,0,2887.5377329693574
11,One year,62.71178899726589,0,1,Mailed check,1,0,64,Female,Fiber optic,1,1,0,0,689.8296789699248,4,1,17.30877736154832,71.15576976863727,39,12,1,2,1690.6123707904594
18,Two year,71.65205265025287,0,0,Mailed check,0,1,69,Male,No,0,0,0,1,1289.7369477045518,2,0,19.331029308428906,75.1046339704032,20,7,0,2,1705.8120242910231
14,One year,51.31450903180559,0,0,Mailed check,0,0,58,Female,DSL,0,1,1,0,718.4031264452783,1,0,25.06765819689878,77.20518608208732,61,3,0,2,2263.4602346084394
64,Two year,70.42853199679666,1,1,Credit card,1,1,67,Male,DSL,0,0,1,1,4507.4260477949865,4,0,28.12395892154352,70.38391536917992,43,23,0,2,4087.9459683073637
18,Month-to-month,75.00090450121611,0,0,Electronic check,1,0,37,Male,Fiber optic,1,0,0,0,1350.01628102189,4,4,32.78910665711769,8.153901795876157,-54,32,1,1,1543.5405019278305
33,One year,54.48794257882256,1,0,Credit card,1,0,58,Male,DSL,0,1,1,1,1798.1021051011446,2,0,59.21258157953976,74.49995158651296,40,25,0,2,2024.6801389860027
16,Month-to-month,119.83812924932045,0,0,Electronic check,1,0,20,Female,Fiber optic,0,0,1,0,1917.4100679891271,8,2,2.8231866433500095,12.204598121766276,34,72,1,1,3407.2864457628093
30,One year,89.85955464707283,0,1,Credit card,0,0,59,Female,No,1,1,1,0,2695.7866394121847,3,2,33.56082580929664,47.66986192902371,-21,10,1,1,2703.952036554364
18,Month-to-month,107.10462962791223,0,0,Electronic check,1,0,37,Male,Fiber optic,1,0,0,0,1927.8833333024202,9,0,1.80721035979829,6.18079447203214,23,201,1,1,2747.412506151308
18,One year,56.42347482892503,1,0,Bank transfer,1,1,75,Male,DSL,0,0,1,0,1015.6225469206505,1,1,13.480393950014992,51.66799985769555,42,8,0,2,2171.504580566617
1,Month-to-month,36.489148286130565,0,0,Mailed check,1,0,61,Male,Fiber optic,1,0,0,1,36.489148286130565,3,2,60.978652917547585,64.19109213980488,26,1,0,2,914.4662378362635
35,Two year,54.62853198275879,1,0,Credit card,0,0,43,Male,Fiber optic,0,1,0,1,1911.9986193965576,0,0,78.33426005806908,43.01929568280914,9,1,0,2,2086.7354661962872
2,One year,73.66957289546096,0,1,Mailed check,1,0,37,Male,DSL,0,0,1,0,147.33914579092192,2,2,7.502703055671197,72.85050571597505,2,4,1,1,1302.9505790716325
22,Month-to-month,103.52900254134677,0,0,Electronic check,1,1,79,Female,Fiber optic,0,1,1,1,2277.6380559096287,4,2,6.7936901376085865,24.94722784201984,-25,55,1,1,2220.466671204921
16,One year,65.12615871801441,0,1,Bank transfer,1,0,52,Female,Fiber optic,1,0,0,1,1042.0185394882305,2,0,153.32200827073638,52.220033965990325,24,0,0,2,2170.6353378374724
22,Two year,86.08425862873251,0,1,Bank transfer,0,0,33,Female,Fiber optic,0,1,1,1,1893.8536898321154,3,0,248.1962797661493,43.481434424534,27,7,0,2,2131.359337897922
27,One year,86.04153990936092,0,0,Mailed check,1,0,47,Male,No,0,0,1,0,2323.121577552745,2,1,260.9706399754984,68.40191229281062,20,9,0,2,1912.2888297972722
10,Month-to-month,111.1091452908367,0,0,Electronic check,1,1,77,Male,Fiber optic,1,0,0,1,1111.091452908367,7,1,52.44863656863708,26.67931485089426,-70,46,1,1,1784.2367064022606
60,Two year,63.30861846097414,1,1,Credit card,1,0,23,Male,No,0,0,0,1,3798.5171076584484,0,1,44.4582442440666,69.56212679979107,71,20,0,2,4070.8081921257944
9,Month-to-month,71.0819662472582,0,0,Electronic check,1,0,41,Female,No,1,0,1,0,639.7376962253237,12,0,14.703643342268515,13.16834890239981,-38,132,1,1,1485.194272781162
27,Two year,64.35314427657534,0,1,Bank transfer,1,0,59,Female,Fiber optic,1,1,1,0,1737.5348954675342,3,1,13.653408739797134,65.61194877319123,55,19,0,2,2528.358149840357
21,Month-to-month,104.95965989906881,0,0,Electronic check,1,1,79,Female,Fiber optic,0,0,1,0,2204.152857880445,6,6,11.989367979788417,10.262778556501965,-34,16,1,0,3134.4843170584545
20,Two year,62.876430543272875,0,1,Mailed check,1,0,18,Female,Fiber optic,1,0,1,0,1257.5286108654575,3,0,32.48270179738098,62.27616575210625,14,14,0,2,1713.370327255611
64,Two year,93.17329620565135,1,1,Bank transfer,1,0,22,Male,DSL,0,0,0,0,5963.090957161687,1,0,45.87177358934409,74.24655630861116,36,5,0,2,3895.735913913971
23,One year,71.67523815090725,1,0,Bank transfer,1,0,49,Male,DSL,0,1,0,1,1648.5304774708668,3,0,50.647059756481205,77.62287249163586,77,11,0,2,2805.779502667816
35,One year,53.678582692700544,0,1,Credit card,1,1,74,Female,DSL,0,0,1,1,1878.7503942445192,2,0,39.28125214088554,41.65494472905532,22,22,0,2,2768.9425848975698
11,Month-to-month,71.42651297907543,1,0,Electronic check,0,0,50,Female,DSL,0,0,0,0,785.6916427698297,1,0,4.43383520136593,58.98603648383063,33,10,0,2,1993.6138019129207
28,Two year,78.26243257291992,1,1,Credit card,0,1,68,Female,DSL,0,1,0,1,2191.3481120417578,0,2,74.99947599607827,53.56152952810487,67,1,0,2,3249.281613674785
59,Two year,72.07666800310007,1,1,Credit card,1,0,25,Male,DSL,0,0,0,0,4252.523412182904,3,1,29.88304525235638,44.311991791165426,27,25,0,2,3270.692635820244
62,Two year,61.78379633491846,1,1,Bank transfer,1,0,62,Female,Fiber optic,0,0,0,0,3830.595372764945,5,0,24.055502506599236,44.358438920184,54,5,0,2,4114.334686244602
2,One year,73.45495343623642,1,1,Electronic check,1,0,63,Male,No,0,0,0,0,146.90990687247285,1,0,156.45997995195427,57.12972529566778,39,1,0,2,1625.3936772821514
45,Two year,91.30327759405353,1,1,Bank transfer,1,0,27,Female,Fiber optic,1,0,1,1,4108.6474917324085,2,0,58.4591541738055,65.82857848571913,50,0,0,2,3478.6359586981703
9,Month-to-month,119.24329701724213,0,0,Electronic check,1,1,76,Female,No,0,0,0,0,1073.1896731551792,8,3,21.44189102897609,10.13396248864779,-1,114,1,1,2107.479229151347
3,Month-to-month,40.14967795955986,0,0,Mailed check,1,0,57,Male,Fiber optic,0,1,0,0,120.44903387867959,1,1,93.46619849112534,53.47008536373275,-8,8,1,2,906.7808208830295
4,One year,59.166645499425876,0,1,Mailed check,1,0,35,Male,No,0,0,1,0,236.6665819977035,2,0,78.3592653375427,63.838607016546234,73,5,0,2,1493.5324474958893
12,Two year,73.64282838590823,0,0,Credit card,1,0,53,Female,Fiber optic,0,0,0,0,883.7139406308988,2,0,43.25521438536617,70.10189604199617,37,3,1,2,1480.4180972719096
7,Month-to-month,81.63898422187395,0,0,Electronic check,1,0,56,Male,DSL,1,0,0,0,571.4728895531177,8,2,0.9394840480991804,10.097658233961457,9,110,1,1,2394.6307089121583
15,Month-to-month,102.18168940598103,0,0,Electronic check,1,1,75,Female,No,1,0,1,0,1532.7253410897156,3,2,22.188265210645124,5.711999191576187,-37,30,1,1,1963.8516543984178
14,Month-to-month,111.73689773884837,0,0,Electronic check,1,1,73,Male,DSL,0,0,1,1,1564.3165683438772,10,3,51.20083714046488,13.074154587061352,-20,21,1,1,2292.317933304951
18,One year,71.02379959313494,0,0,Mailed check,1,1,76,Female,No,0,0,1,1,1278.428392676429,3,1,67.38587883096318,50.83333282088031,29,15,0,2,2260.1262180995186
7,Month-to-month,69.63517028903757,0,0,Mailed check,0,0,18,Male,DSL,0,0,0,1,487.44619202326305,2,0,15.609939468260272,58.00150591217134,-9,23,0,2,993.5154315241771
51,Two year,94.16887625363472,1,1,Credit card,1,0,45,Male,Fiber optic,1,0,1,1,4802.612688935371,1,0,115.18266764532221,52.73483027993139,49,11,0,2,3198.5162080636014
12,Month-to-month,100.72106491115147,0,0,Electronic check,1,1,78,Male,Fiber optic,0,0,0,1,1208.6527789338177,8,5,23.17074648247892,13.686387955439143,-43,39,1,0,2636.1436166233107
58,Two year,84.02438170184945,1,1,Credit card,1,1,76,Female,Fiber optic,0,1,0,1,4873.414138707268,2,1,4.1321161590084445,61.393324952117815,96,39,0,2,4291.470079404702
9,Month-to-month,56.42921007187212,0,0,Electronic check,0,0,59,Male,No,0,0,1,0,507.8628906468491,2,1,115.32405231491273,44.80754432543574,49,8,0,2,1874.9510489312192
64,Two year,79.78700758365133,1,1,Bank transfer,1,0,41,Male,DSL,0,0,1,0,5106.368485353685,0,0,33.35580630365724,58.29512046035222,17,19,0,2,3742.5671467132165
6,Month-to-month,56.949043722506026,0,1,Mailed check,1,1,72,Female,Fiber optic,1,0,1,1,341.69426233503617,1,1,18.654059158903628,68.66234464761831,17,47,1,1,1865.4208166070684
63,Two year,81.95921797766567,1,1,Bank transfer,1,0,62,Female,Fiber optic,0,0,0,1,5163.430732592938,1,2,68.71801253525605,43.293919455619665,24,27,0,2,3629.8175782128455
5,Month-to-month,72.91866898805313,0,0,Electronic check,0,0,24,Female,Fiber optic,1,1,0,1,364.59334494026564,1,1,45.92060669402839,78.5156521268037,38,22,0,2,1755.0939586607572
26,One year,86.16431621830543,0,1,Bank transfer,0,0,36,Male,No,0,0,0,1,2240.272221675941,1,0,38.89807583571363,59.81042127385865,70,14,0,2,2869.6718601506486
31,Two year,56.20377083442838,1,0,Mailed check,0,0,45,Male,Fiber optic,0,0,0,1,1742.31689586728,5,0,84.89009745661022,52.65247881443458,28,3,0,2,2115.9460974454923
50,Two year,74.49072348394364,1,1,Credit card,1,0,39,Female,Fiber optic,0,0,0,0,3724.536174197182,0,0,21.875702527568397,67.56260929579248,38,19,0,2,3218.009300517107
23,One year,81.36378802319392,0,1,Credit card,0,0,25,Male,No,1,0,0,1,1871.3671245334601,6,0,23.102441742291454,73.58068509706516,16,13,0,2,2248.4471032713036
50,Two year,70.10111128301676,1,1,Bank transfer,1,1,73,Male,DSL,1,0,0,1,3505.055564150838,2,0,7.875481308287223,52.6969660335023,48,30,0,2,3496.238283229886
19,Two year,71.54679838741733,0,1,Mailed check,1,1,71,Male,DSL,0,0,0,0,1359.3891693609291,3,1,15.749904717143647,56.388821934028286,7,9,0,1,2335.251339728831
26,Two year,64.34444209124683,0,0,Mailed check,1,0,40,Female,Fiber optic,0,0,1,0,1672.9554943724177,3,0,36.66875260343943,56.60919277725642,15,4,0,2,2108.692754789992
32,One year,70.89041618116065,0,1,Credit card,1,0,44,Male,DSL,0,0,0,1,2268.4933177971407,3,0,16.552797324866397,79.15704281665981,54,6,0,2,2577.48661453222
5,Month-to-month,73.53985861690566,0,1,Electronic check,1,0,38,Female,Fiber optic,0,1,0,1,367.69929308452834,5,0,4.121872529901774,62.33717026026444,53,5,1,2,1703.9605132328802
5,Month-to-month,46.86010175844764,1,0,Mailed check,0,0,52,Female,Fiber optic,1,0,1,0,234.3005087922382,2,1,61.61299336112108,79.37115698731867,34,0,1,2,929.6802303422478
21,Month-to-month,79.9910460170682,0,0,Electronic check,1,1,74,Female,Fiber optic,1,0,1,0,1679.8119663584323,8,5,65.69025756807228,18.470710221407614,-28,88,0,1,1887.1676019707902
4,One year,30.79190354724371,1,1,Mailed check,1,0,31,Female,Fiber optic,1,1,0,0,123.16761418897484,3,1,53.12495905075886,64.39549241527423,59,56,1,2,1335.2362909821993
10,Month-to-month,42.951757205167354,1,1,Electronic check,0,0,22,Female,No,0,0,0,1,429.51757205167354,2,0,86.41397310405371,72.5782319702967,73,48,0,2,2166.5426594024143
8,Month-to-month,110.11106594856508,0,0,Electronic check,1,1,78,Female,DSL,1,0,0,0,880.8885275885207,5,4,17.50466194625748,18.170841407706725,-66,5,1,0,2164.6874498336156
34,One year,53.64969576454884,0,0,Credit card,1,1,75,Male,Fiber optic,0,0,0,0,1824.0896559946605,2,0,35.26398936443549,53.53499585227894,69,9,0,2,3055.603804645396
11,Month-to-month,83.84352584825783,0,0,Electronic check,1,1,65,Male,DSL,0,1,0,0,922.2787843308361,9,1,3.1769323956415136,18.538194461452328,-56,113,1,1,793.9831007603675
61,Two year,69.04588206359763,1,1,Bank transfer,1,0,29,Female,DSL,0,0,1,0,4211.798805879455,3,0,73.0394401668981,62.787664695661164,94,8,0,2,4831.216730203222
16,Two year,67.23973368272678,0,1,Bank transfer,1,0,48,Female,Fiber optic,0,0,0,0,1075.8357389236285,0,0,97.86747382945518,66.23675279105366,40,15,0,2,2340.2337904886235
60,Two year,61.23750578925368,1,1,Credit card,1,0,22,Male,Fiber optic,0,0,1,0,3674.250347355221,0,1,109.58980264214149,55.633002563816234,68,2,0,2,4175.470799392374
26,Two year,68.35209261433168,1,0,Mailed check,0,0,47,Female,Fiber optic,0,0,0,1,1777.1544079726236,3,0,107.10171549171945,65.33194284476447,30,5,0,2,1968.6417679448637
47,Two year,87.02320367801039,1,1,Bank transfer,1,0,58,Female,Fiber optic,0,0,1,0,4090.0905728664884,1,0,16.47795107368114,44.88620235782102,33,14,0,2,2831.4966600690786
23,Two year,79.52167220056825,0,0,Credit card,0,1,75,Female,DSL,0,0,0,0,1828.9984606130697,2,1,86.13464025696337,58.6526893605222,26,8,0,2,2072.1654205657255
44,Two year,69.24523649710586,1,1,Credit card,1,1,77,Female,No,1,1,1,1,3046.790405872658,3,1,65.70170562210785,76.00876457729602,59,9,0,2,3213.8107316115365
9,One year,62.113908175355746,1,1,Mailed check,1,0,54,Female,DSL,0,0,0,0,559.0251735782017,4,0,3.827882821497552,50.18559913947889,-27,23,1,1,1550.6783824369556
8,Month-to-month,114.14762279237486,0,0,Electronic check,1,1,67,Male,No,0,0,1,1,913.1809823389989,7,6,0.41497345237381345,28.87845335587359,-17,58,1,0,2766.5928308882944
8,Month-to-month,71.64467974436147,0,0,Electronic check,1,0,40,Male,DSL,0,0,0,1,573.1574379548917,3,0,29.85009594040765,46.778940104358306,31,1,1,2,1335.155987572694
41,Two year,91.93376752897314,1,1,Bank transfer,1,0,37,Male,Fiber optic,0,0,1,1,3769.2844686878984,1,3,48.93433230156448,60.21425296905052,59,37,0,2,3163.6587655296594
21,Two year,73.55299572993172,0,0,Bank transfer,1,0,41,Female,Fiber optic,1,1,0,1,1544.6129103285662,3,0,47.430587483215795,41.943006385286644,49,13,0,2,2179.140512102342
53,Two year,95.52156257440471,1,1,Bank transfer,1,0,62,Female,DSL,0,0,0,0,5062.64281644345,2,0,31.71316521184555,73.10920407686466,13,12,0,2,3293.0476269968644
11,One year,40.46438807650599,0,0,Electronic check,1,0,23,Male,Fiber optic,0,0,1,1,445.1082688415659,3,1,153.4578220146847,75.22807337659766,39,8,1,2,1262.5038997308127
44,Two year,60.09270191619255,1,1,Bank transfer,1,0,55,Male,Fiber optic,1,0,0,0,2644.0788843124724,2,0,7.098840537606349,42.00344927808372,50,6,0,2,3123.2153846930705
30,One year,69.28324632929093,1,1,Credit card,1,0,41,Male,DSL,1,0,0,0,2078.497389878728,1,1,20.605514800930948,46.94930893060841,44,6,1,2,2770.0557955263585
1,Month-to-month,53.13096359668648,0,0,Electronic check,1,0,22,Female,Fiber optic,0,0,1,0,53.13096359668648,2,1,11.259443706839475,45.309324963740075,62,2,1,2,1392.0493649405628
42,Two year,94.10231127606214,1,1,Credit card,1,0,54,Female,No,0,1,0,1,3952.2970735946096,5,0,50.500775528273195,48.93365067105853,24,4,0,2,2680.932058756735
60,Two year,78.15787392433428,1,1,Credit card,1,0,50,Male,Fiber optic,0,0,0,0,4689.472435460057,1,2,145.8082295448931,46.80838578567614,44,4,0,2,4173.713139294368
32,Two year,79.33765975242633,0,0,Bank transfer,1,0,37,Male,Fiber optic,0,0,0,1,2538.8051120776427,1,0,1.4043056102264686,47.001715522581115,27,5,0,2,2943.6252816478595
18,Two year,70.87139066859544,1,1,Credit card,1,1,68,Male,No,1,1,1,1,1275.685032034718,1,0,61.135695080973996,61.3909975311293,30,7,0,2,1855.3789893070568
16,Month-to-month,70.47375656308482,0,0,Electronic check,1,0,25,Female,Fiber optic,1,0,0,1,1127.580105009357,12,6,71.25253253376198,23.952194164141442,-41,4,0,0,2056.8582509703574
68,Two year,96.01285072297085,1,1,Bank transfer,1,0,32,Male,DSL,0,0,0,0,6528.873849162018,1,1,1.9640577300844635,61.74864085100878,30,3,1,2,3809.7489765320024
15,Month-to-month,86.19695600803578,0,0,Electronic check,1,0,19,Female,No,0,1,0,0,1292.9543401205367,7,5,31.99125945889294,6.972125789886469,2,0,1,1,2222.7774613002066
11,One year,42.68212371706878,1,0,Mailed check,1,0,59,Male,DSL,0,1,1,1,469.50336088775657,0,0,15.256251580545987,71.21300151904077,56,7,0,2,1880.0763462534437
4,Month-to-month,33.320267673024865,0,1,Mailed check,1,0,26,Male,DSL,1,0,0,1,133.28107069209946,1,2,62.541428962498145,56.34690742003599,100,10,0,2,2044.1480986134025
14,Two year,83.14205633860165,0,1,Bank transfer,0,0,31,Female,Fiber optic,1,0,0,0,1163.9887887404232,1,0,74.55129588868186,58.950782137403316,16,2,0,2,2154.094907601883
2,Month-to-month,66.03081453318575,0,0,Electronic check,0,1,72,Female,DSL,1,0,1,0,132.0616290663715,1,1,62.43973868694006,53.19025193392748,70,30,0,2,1839.5050934334777
18,Month-to-month,102.7924474286937,0,0,Electronic check,1,0,34,Male,No,0,0,1,0,1850.2640537164866,10,3,2.417982113417434,28.705608369684604,-54,188,1,0,2987.0279793072355
23,Two year,64.75000858022482,0,1,Bank transfer,0,0,43,Male,Fiber optic,0,0,0,1,1489.2501973451708,1,0,58.17746272079301,49.731630118297545,-39,10,0,2,1205.1463267388926
17,Month-to-month,102.38297928201473,0,0,Electronic check,1,0,58,Male,DSL,1,1,0,1,1740.5106477942504,5,2,27.83671094285399,26.352071054177127,6,56,1,1,2940.848648475193
57,Two year,93.00528783714816,1,1,Bank transfer,1,0,47,Male,Fiber optic,1,0,1,0,5301.301406717445,2,0,13.718556575828341,54.7877607457508,8,25,0,2,2946.904317415023
26,One year,68.56900664756796,0,1,Mailed check,0,0,45,Female,DSL,1,0,0,1,1782.7941728367668,2,1,135.94799690938908,69.73273186858528,69,19,0,2,2826.695156058874
54,Two year,69.87629706670342,1,1,Credit card,1,0,29,Male,Fiber optic,1,0,0,1,3773.3200416019845,2,0,10.7493813893532,79.5045903218425,37,17,0,2,3279.8917344069837
30,One year,71.839765416919,1,1,Credit card,0,0,21,Female,Fiber optic,0,0,1,0,2155.19296250757,4,0,34.948810479249566,75.35134550759403,63,21,0,2,2554.1182415725552
21,Month-to-month,80.92742307602815,0,0,Electronic check,1,1,77,Female,Fiber optic,1,0,1,1,1699.4758845965912,8,5,5.1821899286109465,5.882225111695206,-19,144,1,0,3477.5189617146652
43,Two year,69.0089480907396,1,1,Bank transfer,1,1,67,Female,DSL,0,1,0,0,2967.3847679018027,6,1,20.404706666199147,71.13290598873053,51,10,0,2,3329.9505525524296
8,Month-to-month,61.12746981065569,1,1,Mailed check,0,0,48,Female,DSL,0,1,1,1,489.0197584852455,0,0,51.02772924194785,49.627454270350675,74,3,0,2,2045.7377373166073
17,Two year,77.63671287764132,1,1,Bank transfer,0,0,42,Female,No,1,1,1,0,1319.8241189199023,1,0,132.05869987449626,50.32760297204548,49,0,0,2,2245.87184518724
18,Month-to-month,76.11170964272631,0,0,Electronic check,1,1,66,Female,Fiber optic,1,0,0,1,1370.0107735690735,7,1,2.579909718212316,10.656241968344114,2,150,1,0,2947.180911706716
27,One year,51.73873597294859,1,0,Bank transfer,1,1,70,Male,DSL,0,0,1,0,1396.9458712696119,2,0,22.62712579786426,70.61243599686448,10,10,0,2,1710.570656575859
9,Month-to-month,102.87356844280768,0,0,Electronic check,1,1,75,Male,Fiber optic,1,0,0,0,925.8621159852692,11,4,13.25879480200992,17.893092431543973,-57,72,1,1,1432.4694087721236
64,Two year,87.906825100803,1,1,Credit card,1,1,74,Female,DSL,0,0,1,0,5626.036806451392,0,1,18.275864117810272,52.48691048567096,36,6,0,2,4351.865076583232
49,Two year,72.60758084389435,1,1,Bank transfer,1,0,44,Female,No,1,1,1,0,3557.7714613508233,2,0,59.14447105186542,78.56762181173967,54,33,0,2,3166.7363592371453
61,Two year,71.59880475774436,1,1,Bank transfer,1,1,75,Male,DSL,1,0,0,1,4367.527090222406,2,1,84.6047671552387,40.73408686244281,50,6,0,2,3883.6947152485227
